ID;DEPARTAMENTO;CIUDAD;LOCALIDAD;BARRIO
303;1;1;7;103
304;1;1;7;103
306;1;1;7;114
309;1;1;7;110
310;1;1;7;107
311;1;1;7;103
312;1;1;7;103
313;1;1;7;107
316;1;1;7;110
317;1;1;7;103
318;1;1;7;113
319;1;1;7;103
320;1;1;7;110
321;1;1;7;103
323;1;1;7;103
324;1;1;7;104
326;1;1;7;103
328;1;1;7;103
329;1;1;7;107
332;1;1;7;114
333;1;1;7;113
337;1;1;7;103
339;1;1;7;103
340;1;1;7;110
342;1;1;7;105
345;1;1;7;103
346;1;1;7;113
347;1;1;7;113
348;1;1;7;107
349;1;1;7;110
351;1;1;7;103
353;1;1;7;105
354;1;1;7;110
355;1;1;7;110
356;1;1;7;103
357;1;1;7;107
358;1;1;7;105
359;1;1;7;103
360;1;1;7;103
361;1;1;7;103
362;1;1;7;107
364;1;1;7;107
366;1;1;7;103
371;1;1;7;110
375;1;1;7;113
376;1;1;7;110
377;1;1;7;103
378;1;1;7;113
380;1;1;7;103
381;1;1;7;114
382;1;1;7;103
386;1;1;7;107
387;1;1;7;107
389;1;1;7;110
394;1;1;7;108
395;1;1;7;114
396;1;1;7;110
399;1;1;7;103
400;1;1;7;110
401;1;1;7;103
402;1;1;7;103
404;1;1;7;107
405;1;1;7;107
406;1;1;7;107
407;1;1;7;103
408;1;1;7;103
410;1;1;7;103
411;1;1;7;107
412;1;1;7;107
413;1;1;7;103
418;1;1;7;110
419;1;1;7;103
420;1;1;7;103
421;1;1;7;107
422;1;1;7;103
423;1;1;7;103
424;1;1;7;107
425;1;1;7;107
426;1;1;7;103
428;1;1;7;103
430;1;1;7;103
431;1;1;7;110
432;1;1;7;103
433;1;1;7;107
434;1;1;7;103
435;1;1;7;103
437;1;1;7;113
438;1;1;7;110
440;1;1;7;110
441;1;1;7;103
442;1;1;7;107
443;1;1;7;103
444;1;1;7;107
446;1;1;7;113
449;1;1;7;103
450;1;1;7;105
451;1;1;7;105
452;1;1;7;107
453;1;1;7;113
456;1;1;7;107
457;1;1;7;110
458;1;1;7;107
459;1;1;7;103
460;1;1;7;107
461;1;1;7;107
462;1;1;7;103
464;1;1;7;113
465;1;1;7;105
467;1;1;7;110
469;1;1;7;110
470;1;1;7;107
471;1;1;7;110
472;1;1;7;110
473;1;1;7;103
475;1;1;7;103
476;1;1;7;110
482;1;1;7;103
483;1;1;7;110
486;1;1;7;107
487;1;1;7;103
488;1;1;7;110
490;1;1;7;105
492;1;1;7;107
493;1;1;7;107
494;1;1;7;103
495;1;1;6;93
496;1;1;7;107
497;1;1;7;113
498;1;1;7;110
499;1;1;7;113
500;1;1;7;103
501;1;1;7;110
502;1;1;7;105
503;1;1;7;110
504;1;1;7;103
508;1;1;7;103
509;1;1;7;103
513;1;1;7;107
514;1;1;7;103
517;1;1;7;103
519;1;1;7;103
520;1;1;7;113
521;1;1;7;103
522;1;1;7;107
523;1;1;7;110
525;1;1;7;103
526;1;1;7;107
527;1;1;7;110
528;1;1;7;103
529;1;1;7;107
530;1;1;7;113
532;1;1;7;107
534;1;1;7;107
535;1;1;7;110
536;1;1;7;107
537;1;1;7;110
539;1;1;7;103
541;1;1;7;107
542;1;1;7;103
543;1;1;7;103
545;1;1;7;110
548;1;1;7;110
549;1;1;7;113
550;1;1;7;110
551;1;1;7;106
552;1;1;7;103
554;1;1;7;113
556;1;1;7;110
557;1;1;7;103
558;1;1;7;103
559;1;1;7;105
560;1;1;7;107
561;1;1;7;103
562;1;1;7;110
563;1;1;7;103
564;1;1;7;103
565;1;1;7;110
569;1;1;7;107
570;1;1;7;103
572;1;1;7;103
573;1;1;7;110
574;1;1;7;103
575;1;1;7;107
576;1;1;7;103
577;1;1;7;105
579;1;1;7;107
580;1;1;7;103
581;1;1;7;107
582;1;1;7;107
583;1;1;7;107
584;1;1;7;110
585;1;1;7;103
586;1;1;7;107
587;1;1;7;107
588;1;1;7;110
589;1;1;7;107
590;1;1;7;107
591;1;1;7;110
592;1;1;7;113
595;1;1;7;107
596;1;1;7;107
597;1;1;7;103
598;1;1;7;107
599;1;1;7;110
600;1;1;7;110
601;1;1;7;103
602;1;1;7;110
603;1;1;7;110
604;1;1;7;110
606;1;1;7;107
607;1;1;7;103
608;1;1;7;110
610;1;1;7;110
611;1;1;7;103
614;1;1;7;103
615;1;1;7;107
616;1;1;7;103
617;1;1;7;110
618;1;1;7;110
619;1;1;7;103
620;1;1;7;103
621;1;1;7;110
622;1;1;7;103
623;1;1;7;103
624;1;1;7;103
625;1;1;7;110
626;1;1;7;107
627;1;1;7;103
628;1;1;7;114
629;1;1;7;110
630;1;1;7;107
631;1;1;7;107
632;1;1;7;107
633;1;1;7;107
634;1;1;7;103
636;1;1;7;103
637;1;1;7;103
638;1;1;7;103
639;1;1;7;107
640;1;1;7;107
641;1;1;7;113
642;1;1;7;107
643;1;1;7;103
644;1;1;7;110
645;1;1;7;107
646;1;1;7;103
647;1;1;7;103
650;1;1;7;103
651;1;1;7;103
652;1;1;7;110
653;1;1;7;105
654;1;1;7;103
655;1;1;7;114
657;1;1;7;103
659;1;1;7;107
660;1;1;7;113
662;1;1;7;105
664;1;1;7;110
665;1;1;7;110
667;1;1;7;103
668;1;1;7;103
669;1;1;7;110
670;1;1;7;110
671;1;1;7;114
673;1;1;7;103
675;1;1;7;110
677;1;1;7;113
678;1;1;7;105
679;1;1;7;103
680;1;1;7;103
681;1;1;7;113
682;1;1;7;110
683;1;1;7;113
686;1;1;7;113
687;1;1;7;105
688;1;1;7;103
689;1;1;7;110
690;1;1;7;110
691;1;1;7;110
692;1;1;7;110
693;1;1;7;107
694;1;1;7;113
695;1;1;7;107
696;1;1;7;113
697;1;1;7;105
698;1;1;7;110
699;1;1;7;110
702;1;1;7;114
703;1;1;7;113
704;1;1;7;103
705;1;1;7;107
707;1;1;7;105
710;1;1;7;103
711;1;1;7;107
712;1;1;7;103
714;1;1;7;103
715;1;1;7;113
716;1;1;7;110
717;1;1;7;105
718;1;1;7;110
719;1;1;7;103
720;1;1;7;113
721;1;1;7;107
722;1;1;7;110
723;1;1;7;103
724;1;1;7;103
725;1;1;7;103
726;1;1;7;103
732;1;1;7;107
734;1;1;7;103
735;1;1;7;107
736;1;1;7;103
738;1;1;7;108
739;1;1;7;107
740;1;1;7;113
741;1;1;7;103
743;1;1;7;113
745;1;1;7;105
746;1;1;7;103
747;1;1;7;114
748;1;1;7;103
749;1;1;7;103
752;1;1;7;110
753;1;1;7;103
754;1;1;7;107
755;1;1;7;110
757;1;1;7;103
758;1;1;7;103
759;1;1;7;103
760;1;1;7;113
761;1;1;7;107
762;1;1;7;103
763;1;1;7;113
764;1;1;7;107
765;1;1;7;110
767;1;1;7;113
768;1;1;7;103
769;1;1;7;110
770;1;1;7;113
771;1;1;7;103
772;1;1;7;113
774;1;1;7;103
775;1;1;7;113
776;1;1;7;103
778;1;1;7;110
779;1;1;7;103
780;1;1;7;103
783;1;1;7;107
784;1;1;7;103
785;1;1;7;103
786;1;1;7;114
787;1;1;7;103
788;1;1;7;113
789;1;1;7;103
790;1;1;7;110
791;1;1;7;103
792;1;1;7;107
796;1;1;7;103
798;1;1;7;103
799;1;1;7;113
801;1;1;7;107
802;1;1;7;110
805;1;1;7;103
806;1;1;7;103
807;1;1;7;110
808;1;1;7;107
810;1;1;7;103
813;1;1;7;110
814;1;1;7;110
818;1;1;7;110
820;1;1;7;110
821;1;1;7;107
824;1;1;7;103
825;1;1;7;103
827;1;1;5;58
830;1;1;7;114
831;1;1;7;104
832;1;1;7;113
833;1;1;7;105
834;1;1;7;103
835;1;1;7;113
836;1;1;7;103
837;1;1;7;110
838;1;1;7;107
843;1;1;7;107
845;1;1;7;107
846;1;1;7;107
849;1;1;7;107
851;1;1;7;113
852;1;1;7;103
855;1;1;7;103
861;1;1;7;103
863;1;1;7;103
867;1;1;7;103
870;1;1;7;105
873;1;1;7;103
874;1;1;7;107
877;1;1;7;103
878;1;1;7;103
886;1;1;7;103
888;1;1;7;103
897;1;1;7;103
898;1;1;7;103
901;1;1;7;113
905;1;1;7;103
906;1;1;7;107
907;1;1;7;107
909;1;1;7;107
913;1;1;7;103
915;1;1;7;113
919;1;1;7;107
923;1;1;7;107
926;1;1;7;103
927;1;1;7;103
928;1;1;7;107
929;1;1;7;103
930;1;1;7;107
932;1;1;7;103
933;1;1;7;103
934;1;1;7;103
935;1;1;7;103
937;1;1;7;103
938;1;1;7;105
939;1;1;7;103
940;1;1;7;103
941;1;1;7;103
942;1;1;7;103
943;1;1;7;103
944;1;1;7;103
947;1;1;7;107
948;1;1;7;103
949;1;1;7;103
951;1;1;7;103
952;1;1;7;103
953;1;1;7;103
954;1;1;7;103
955;1;1;7;103
956;1;1;7;103
958;1;1;7;107
959;1;1;7;107
960;1;1;7;107
961;1;1;7;103
964;1;1;7;103
966;1;1;7;103
969;1;1;7;103
970;1;1;7;103
973;1;1;7;103
974;1;1;7;113
975;1;1;7;103
977;1;1;7;113
979;1;1;7;103
981;1;1;7;103
983;1;1;7;113
984;1;1;7;103
986;1;1;7;114
989;1;1;7;103
991;1;1;7;113
993;1;1;7;113
999;1;1;7;113
1002;1;1;7;103
1003;1;1;7;103
1004;1;1;7;113
1006;1;1;7;113
1011;1;1;7;107
1013;1;1;7;103
1014;1;1;7;113
1015;1;1;7;113
1016;1;1;7;103
1018;1;1;7;103
1020;1;1;7;103
1022;1;1;7;107
1023;1;1;7;113
1024;1;1;7;103
1027;1;1;7;107
1029;1;1;7;107
1030;1;1;7;114
1032;1;1;7;113
1036;1;1;7;103
1037;1;1;7;113
1039;1;1;7;114
1040;1;1;7;103
1044;1;1;7;103
1049;1;1;7;107
1051;1;1;7;103
1053;1;1;7;103
1055;1;1;7;107
1057;1;1;7;107
1058;1;1;7;113
1059;1;1;7;107
1062;1;1;7;103
1064;1;1;7;103
1073;1;1;7;110
1076;1;1;7;110
1077;1;1;7;103
1081;1;1;7;110
1087;1;1;7;103
1090;1;1;7;103
1091;1;1;7;113
1099;1;1;7;103
1104;1;1;7;103
1105;1;1;7;110
1106;1;1;7;103
1109;1;1;7;103
1111;1;1;7;103
1112;1;1;7;107
1115;1;1;7;110
1117;1;1;7;107
1118;1;1;7;103
1119;1;1;7;113
1122;1;1;7;110
1123;1;1;7;103
1124;1;1;7;107
1127;1;1;7;103
1139;1;1;7;107
1141;1;1;7;107
1143;1;1;7;107
1145;1;1;7;113
1148;1;1;7;103
1149;1;1;7;103
1152;1;1;7;103
1154;1;1;7;103
1155;1;1;7;103
1157;1;1;7;103
1158;1;1;7;114
1160;1;1;7;113
1161;1;1;7;103
1163;1;1;7;107
1164;1;1;7;103
1165;1;1;7;113
1167;1;1;7;113
1170;1;1;7;103
1171;1;1;7;103
1172;1;1;7;103
1173;1;1;7;103
1174;1;1;7;103
1176;1;1;7;103
1179;1;1;7;103
1180;1;1;7;103
1181;1;1;7;103
1182;1;1;7;107
1184;1;1;7;103
1186;1;1;7;104
1189;1;1;7;114
1190;1;1;7;114
1192;1;1;7;107
1193;1;1;7;107
1197;1;1;7;103
1203;1;1;7;107
1206;1;1;7;113
1207;1;1;7;103
1211;1;1;7;107
1212;1;1;7;103
1214;1;1;7;113
1216;1;1;7;110
1222;1;1;7;107
1225;1;1;7;107
1227;1;1;7;103
1228;1;1;7;113
1231;1;1;7;107
1233;1;1;7;113
1234;1;1;7;113
1235;1;1;7;107
1240;1;1;7;110
1241;1;1;7;103
1242;1;1;7;103
1245;1;1;7;105
1249;1;1;7;113
1253;1;1;7;110
1259;1;1;7;110
1260;1;1;7;113
1261;1;1;7;103
1264;1;1;7;103
1266;1;1;7;107
1269;1;1;7;103
1270;1;1;7;115
1273;1;1;7;110
1274;1;1;7;110
1277;1;1;7;107
1278;1;1;7;103
1279;1;1;7;113
1281;1;1;7;115
1284;1;1;7;114
1288;1;1;7;107
1289;1;1;7;103
1292;1;1;7;113
1293;1;1;7;110
1295;1;1;7;107
1296;1;1;7;103
1299;1;1;7;103
1300;1;1;7;107
1301;1;1;7;103
1304;1;1;7;107
1306;1;1;7;110
1307;1;1;7;107
1312;1;1;7;113
1315;1;1;7;115
1316;1;1;7;103
1317;1;1;7;103
1318;1;1;7;103
1319;1;1;7;110
1320;1;1;7;113
1321;1;1;7;110
1323;1;1;7;107
1324;1;1;7;107
1328;1;1;7;113
1338;1;1;7;107
1341;1;1;7;113
1343;1;1;7;103
1344;1;1;7;103
1348;1;1;7;103
1351;1;1;7;103
1352;1;1;7;107
1353;1;1;7;113
1355;1;1;7;103
1356;1;1;7;113
1362;1;1;7;107
1365;1;1;7;107
1367;1;1;7;103
1371;1;1;7;113
1377;1;1;7;103
1382;1;1;7;107
1384;1;1;7;107
1385;1;1;7;114
1386;1;1;7;113
1387;1;1;7;113
1389;1;1;7;113
1391;1;1;7;107
1392;1;1;7;107
1397;1;1;7;113
1403;1;1;7;107
1406;1;1;7;113
1409;1;1;7;113
1413;1;1;7;113
1414;1;1;7;107
1415;1;1;7;103
1417;1;1;7;103
1419;1;1;7;103
1420;1;1;7;107
1422;1;1;7;103
1423;1;1;7;103
1425;1;1;7;103
1426;1;1;7;113
1427;1;1;7;113
1428;1;1;7;103
1431;1;1;7;107
1432;1;1;7;103
1434;1;1;7;103
1435;1;1;7;103
1438;1;1;7;107
1439;1;1;7;103
1443;1;1;7;103
1445;1;1;7;103
1446;1;1;7;103
1447;1;1;7;103
1448;1;1;7;103
1452;1;1;7;103
1455;1;1;7;113
1456;1;1;7;107
1458;1;1;7;103
1459;1;1;7;103
1461;1;1;7;103
1464;1;1;7;103
1468;1;1;7;103
1471;1;1;7;103
1473;1;1;7;103
1474;1;1;7;103
1476;1;1;7;113
1480;1;1;7;107
1482;1;1;7;103
1484;1;1;7;103
1486;1;1;7;103
1488;1;1;7;113
1489;1;1;7;107
1491;1;1;7;107
1492;1;1;7;107
1494;1;1;7;103
1496;1;1;7;113
1497;1;1;7;103
1500;1;1;7;103
1501;1;1;7;107
1503;1;1;7;103
1504;1;1;7;103
1505;1;1;7;103
1506;1;1;7;103
1507;1;1;7;107
1512;1;1;7;103
1513;1;1;7;103
1514;1;1;7;107
1518;1;1;7;103
1519;1;1;7;103
1520;1;1;7;103
1521;1;1;7;107
1522;1;1;7;103
1523;1;1;7;103
1524;1;1;7;107
1525;1;1;7;107
1526;1;1;7;103
1527;1;1;7;103
1530;1;1;7;107
1534;1;1;7;107
1535;1;1;7;103
1537;1;1;7;103
1540;1;1;7;114
1541;1;1;7;103
1542;1;1;7;107
1543;1;1;7;103
1544;1;1;7;107
1549;1;1;7;103
1553;1;1;7;107
1555;1;1;7;107
1556;1;1;7;103
1557;1;1;7;103
1562;1;1;7;103
1565;1;1;7;103
1570;1;1;7;103
1573;1;1;7;107
1576;1;1;7;107
1578;1;1;7;103
1579;1;1;7;103
1581;1;1;7;107
1582;1;1;7;103
1584;1;1;7;103
1585;1;1;7;107
1588;1;1;7;107
1589;1;1;7;107
1590;1;1;7;103
1591;1;1;7;103
1592;1;1;7;103
1595;1;1;7;107
1598;1;1;7;103
1599;1;1;7;103
1606;1;1;7;110
1607;1;1;7;110
1613;1;1;7;103
1614;1;1;7;103
1615;1;1;7;103
1616;1;1;7;103
1621;1;1;7;107
1622;1;1;7;107
1623;1;1;7;103
1627;1;1;7;110
1628;1;1;7;113
1629;1;1;7;103
1634;1;1;7;107
1635;1;1;7;103
1636;1;1;7;103
1637;1;1;7;103
1639;1;1;7;114
1640;1;1;7;107
1642;1;1;7;103
1643;1;1;7;107
1644;1;1;7;103
1646;1;1;7;107
1648;1;1;7;103
1650;1;1;7;103
1651;1;1;7;103
1654;1;1;7;103
1656;1;1;7;108
1658;1;1;7;107
1662;1;1;7;103
1663;1;1;7;107
1664;1;1;7;103
1666;1;1;7;113
1670;1;1;7;113
1676;1;1;7;107
1677;1;1;7;103
1678;1;1;7;113
1680;1;1;7;103
1681;1;1;7;107
1683;1;1;7;103
1685;1;1;7;103
1686;1;1;7;103
1689;1;1;7;113
1690;1;1;7;103
1691;1;1;7;107
1694;1;1;7;107
1695;1;1;7;113
1696;1;1;7;103
1697;1;1;7;107
1700;1;1;7;103
1701;1;1;7;113
1703;1;1;7;107
1705;1;1;7;103
1707;1;1;7;103
1713;1;1;7;107
1716;1;1;7;103
1717;1;1;7;107
1718;1;1;7;107
1719;1;1;7;103
1722;1;1;7;103
1724;1;1;7;103
1729;1;1;7;103
1730;1;1;7;103
1732;1;1;7;107
1733;1;1;7;107
1734;1;1;7;107
1735;1;1;7;103
1736;1;1;7;103
1737;1;1;7;107
1742;1;1;7;103
1743;1;1;7;107
1744;1;1;7;103
1750;1;1;7;107
1754;1;1;7;113
1755;1;1;7;103
1756;1;1;7;103
1757;1;1;7;103
1759;1;1;7;103
1761;1;1;7;103
1765;1;1;7;103
1767;1;1;7;103
1768;1;1;7;103
1769;1;1;7;103
1770;1;1;7;103
1772;1;1;7;113
1775;1;1;7;103
1778;1;1;7;103
1781;1;1;7;113
1782;1;1;7;103
1783;1;1;7;103
1789;1;1;7;103
1792;1;1;7;103
1794;1;1;7;103
1797;1;1;7;107
1811;1;1;7;103
1812;1;1;7;103
1818;1;1;7;107
1822;1;1;7;107
1823;1;1;7;103
1827;1;1;7;103
1831;1;1;7;103
1834;1;1;7;103
1837;1;1;7;103
1839;1;1;7;103
1843;1;1;7;103
1846;1;1;7;103
1851;1;1;7;113
1852;1;1;7;107
1857;1;1;7;113
1860;1;1;7;107
1861;1;1;7;110
1866;1;1;7;103
1868;1;1;7;113
1869;1;1;7;107
1872;1;1;7;103
1873;1;1;7;103
1874;1;1;7;113
1877;1;1;7;107
1878;1;1;7;103
1884;1;1;7;103
1886;1;1;7;107
1888;1;1;7;114
1889;1;1;7;113
1893;1;1;7;113
1894;1;1;7;103
1895;1;1;7;110
1896;1;1;7;103
1900;1;1;7;113
1902;1;1;7;103
1904;1;1;7;107
1905;1;1;7;103
1908;1;1;7;103
1909;1;1;7;103
1914;1;1;7;107
1921;1;1;7;107
1931;1;1;7;107
1932;1;1;7;103
1938;1;1;7;103
1941;1;1;7;103
1944;1;1;7;114
1949;1;1;7;103
1951;1;1;7;103
1952;1;1;7;103
1954;1;1;7;103
1958;1;1;7;107
1959;1;1;7;110
1960;1;1;7;113
1961;1;1;7;103
1962;1;1;7;107
1963;1;1;7;105
1964;1;1;7;113
1967;1;1;7;110
1969;1;1;7;110
1970;1;1;7;103
1972;1;1;7;107
1973;1;1;7;105
1975;1;1;7;103
1976;1;1;7;103
1977;1;1;7;113
1979;1;1;7;103
1983;1;1;7;107
1984;1;1;7;103
1986;1;1;7;103
1987;1;1;7;103
1988;1;1;7;103
1992;1;1;7;103
1996;1;1;7;103
1997;1;1;7;103
1999;1;1;7;114
2000;1;1;7;113
2003;1;1;7;103
2006;1;1;7;103
2007;1;1;7;107
2010;1;1;7;103
2012;1;1;7;103
2014;1;1;7;105
2019;1;1;7;113
2020;1;1;7;103
2021;1;1;7;107
2022;1;1;7;113
2024;1;1;7;107
2025;1;1;7;107
2026;1;1;7;103
2027;1;1;7;110
2028;1;1;7;113
2029;1;1;7;103
2032;1;1;7;113
2040;1;1;7;107
2042;1;1;7;107
2043;1;1;7;107
2044;1;1;7;103
2050;1;1;7;107
2052;1;1;7;107
2055;1;1;7;107
2056;1;1;7;107
2057;1;1;7;113
2059;1;1;7;103
2062;1;1;7;103
2063;1;1;7;113
2070;1;1;7;107
2072;1;1;7;103
2073;1;1;7;107
2074;1;1;7;103
2075;1;1;7;107
2076;1;1;7;113
2077;1;1;7;107
2078;1;1;7;103
2080;1;1;7;103
2081;1;1;7;103
2082;1;1;7;103
2087;1;1;7;103
2088;1;1;7;103
2094;1;1;7;107
2095;1;1;7;107
2096;1;1;7;107
2098;1;1;7;103
2099;1;1;7;103
2109;1;1;7;103
2110;1;1;7;103
2125;1;1;7;103
2126;1;1;7;103
2135;1;1;7;107
2140;1;1;7;107
2150;1;1;7;103
2159;1;1;7;103
2161;1;1;7;103
2162;1;1;7;107
2163;1;1;7;103
2165;1;1;7;107
2166;1;1;7;107
2168;1;1;7;107
2169;1;1;7;107
2171;1;1;7;107
2179;1;1;7;104
2189;1;1;7;113
2193;1;1;7;107
2198;1;1;7;107
2199;1;1;7;107
2202;1;1;7;113
2203;1;1;7;103
2204;1;1;7;103
2205;1;1;7;113
2207;1;1;7;103
2208;1;1;7;103
2209;1;1;7;103
2211;1;1;7;103
2212;1;1;7;103
2214;1;1;7;103
2217;1;1;7;103
2218;1;1;7;107
2220;1;1;7;103
2221;1;1;7;107
2226;1;1;7;103
2227;1;1;7;103
2228;1;1;7;113
2229;1;1;7;103
2230;1;1;7;103
2231;1;1;7;103
2232;1;1;7;107
2233;1;1;7;107
2234;1;1;7;107
2235;1;1;7;103
2237;1;1;7;110
2240;1;1;7;103
2241;1;1;7;114
2246;1;1;7;113
2248;1;1;7;113
2251;1;1;7;103
2252;1;1;7;103
2257;1;1;7;105
2258;1;1;7;107
2259;1;1;7;103
2260;1;1;7;113
2261;1;1;7;114
2263;1;1;7;103
2267;1;1;7;104
2270;1;1;7;113
2272;1;1;7;107
2275;1;1;7;114
2276;1;1;7;107
2277;1;1;7;110
2279;1;1;7;105
2282;1;1;7;103
2285;1;1;7;107
2286;1;1;7;103
2287;1;1;7;103
2289;1;1;7;103
2292;1;1;7;114
2295;1;1;7;107
2297;1;1;7;107
2299;1;1;7;113
2300;1;1;7;103
2302;1;1;7;103
2306;1;1;7;107
2307;1;1;7;103
2308;1;1;7;107
2309;1;1;7;107
2310;1;1;7;107
2312;1;1;7;103
2314;1;1;7;107
2315;1;1;7;107
2316;1;1;7;107
2317;1;1;7;103
2322;1;1;7;103
2324;1;1;7;103
2327;1;1;7;103
2330;1;1;7;103
2331;1;1;7;113
2333;1;1;7;113
2334;1;1;7;107
2341;1;1;7;103
2349;1;1;7;103
2350;1;1;7;103
2351;1;1;7;103
2353;1;1;7;103
2358;1;1;7;107
2360;1;1;7;103
2363;1;1;7;107
2364;1;1;7;107
2368;1;1;7;107
2370;1;1;7;107
2371;1;1;7;113
2372;1;1;7;103
2373;1;1;7;103
2374;1;1;7;103
2376;1;1;7;113
2378;1;1;7;103
2379;1;1;7;103
2380;1;1;7;103
2385;1;1;7;103
2387;1;1;7;107
2388;1;1;7;107
2390;1;1;7;103
2392;1;1;7;107
2393;1;1;7;103
2394;1;1;7;103
2396;1;1;7;103
2397;1;1;7;103
2400;1;1;7;103
2402;1;1;7;107
2407;1;1;7;103
2410;1;1;7;103
2411;1;1;7;107
2413;1;1;7;103
2421;1;1;7;103
2422;1;1;7;103
2424;1;1;7;113
2425;1;1;7;103
2429;1;1;7;103
2431;1;1;7;103
2433;1;1;7;114
2436;1;1;7;103
2439;1;1;7;103
2443;1;1;7;103
2445;1;1;7;103
2448;1;1;7;114
2449;1;1;7;107
2453;1;1;7;103
2454;1;1;7;113
2460;1;1;7;103
2466;1;1;7;107
2467;1;1;7;103
2471;1;1;7;103
2472;1;1;7;113
2474;1;1;7;103
2476;1;1;7;114
2477;1;1;7;107
2479;1;1;7;103
2480;1;1;7;103
2484;1;1;7;103
2489;1;1;7;103
2491;1;1;7;103
2492;1;1;7;114
2494;1;1;7;107
2496;1;1;7;103
2501;1;1;7;114
2511;1;1;7;110
2517;1;1;7;103
2522;1;1;7;103
2523;1;1;7;103
2529;1;1;7;103
2533;1;1;7;114
2537;1;1;7;107
2538;1;1;7;103
2540;1;1;7;107
2544;1;1;7;103
2545;1;1;7;113
2548;1;1;7;113
2549;1;1;7;103
2552;1;1;7;113
2553;1;1;7;107
2556;1;1;7;110
2558;1;1;7;103
2559;1;1;7;107
2561;1;1;7;103
